time_stamp,wall_sn,wall_family,wall_columns,wall_rows,wall_orientation,timezone,customerlocation,wall_uid,sysenv,uptimetotal,uptime,wall_sw_version,onboarding,ntpmode,customername,disp_sn,position_col,position_row,display_temp,inputboard_temp,ambient_temp,videoboard_temp,laserDrv_temp,redLaser_temp,grnLaser1_temp,grnLaser2_temp,bluLaser_temp,fan1_speed,fan2_speed,fan3_speed,wall_state,wall_brightness,wall_ecomode,wall_colortemperature,wall_fastresponse,wall_localdimming,wall_uniformitystrength,display_connectionstate,redlevel,greenlevel,bluelevel,display_currentbrightness,display_minbrightness,display_maxbrightness,display_powermode,display_psu1_health,display_psu2_health,display_activeinput,display_inputmode,display_coolingload_temp,display_current_load,display_average_load,display_total_memory,display_used_memory,display_free_memory
2020-08-29 15:32:24.519249,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5147004,114206,2.6.0.0.1595232786,true,automatic,barco,5997095071,0,3,40,40,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,98,471,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,5,0,497,80,417
2020-08-29 15:32:45.570961,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5147004,114206,2.6.0.0.1595232786,true,automatic,barco,5997095077,1,0,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,100,482,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,80,416
2020-08-29 15:33:05.206943,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5147004,114206,2.6.0.0.1595232786,true,automatic,barco,5997095080,1,1,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,97,475,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,86,410
2020-08-29 15:33:25.350960,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5147004,114206,2.6.0.0.1595232786,true,automatic,barco,5997095090,1,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,101,491,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,NONE,0,0,497,82,414
2020-08-29 15:33:59.510127,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5957199,112709,2.6.0.0.1595232786,true,automatic,barco,5997095265,0,1,41,41,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,479,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,91,406
2020-08-29 15:34:19.014296,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5957199,112709,2.6.0.0.1595232786,true,automatic,barco,5997095082,0,2,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,96,461,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,2,0,497,86,410
2020-08-29 15:34:38.474782,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5957199,112709,2.6.0.0.1595232786,true,automatic,barco,5997095076,0,0,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,94,456,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,84,412
2020-08-29 15:35:00.126764,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5957199,112709,2.6.0.0.1595232786,true,automatic,barco,5997095079,0,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,483,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,90,406
2020-08-29 15:51:06.132450,6820730038,RPCVW,1,1,landscape,America/Danmarkshavn,"Noida,India",GBCM-e302964d011451d4-0001,gbcm,3028019,104327,2.6.0.0.1597291757,true,automatic,,6820816494,0,0,39,39,32,NONE,53,25,41,NA,39,1810,NA,1807,on,81,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,545,181,627,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,52,0,0,497,109,387
2020-08-29 15:51:52.875533,9430766240,RPCVW,1,1,landscape,Asia/Kolkata,"noida,India",GBCM-eacb46490e0349d4-0001,gbcm,17960183,91980,2.6.0.0.1595390073,true,automatic,barco,9810061422,0,0,36,36,28,NONE,49,25,42,NA,39,1787,NA,1785,on,74,0,6500,0,0,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,253,30,288,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,45,7,11,497,75,421
2020-08-29 15:52:43.143894,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11060217,101144,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820888693,0,0,41,41,33,NONE,51,25,44,NA,42,1817,NA,1785,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,335,49,573,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,46,2,0,497,107,389
2020-08-29 15:53:15.092741,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11060217,101144,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820834561,1,0,43,43,33,NONE,54,25,45,NA,43,1652,NA,1811,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,331,147,495,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,63,0,0,497,113,383
2020-08-29 15:53:47.022961,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11060217,101144,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820816497,0,1,41,41,32,NONE,54,25,53,NA,39,1790,NA,1782,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,335,145,605,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,55,0,0,497,110,386
2020-08-29 15:54:19.014960,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11060217,101144,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820816498,1,1,39,39,32,NONE,52,25,41,NA,41,1807,NA,1813,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,333,160,571,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,79,10,9,497,105,391
2020-08-29 15:55:05.666228,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095092,0,1,41,41,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,101,484,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,20,18,497,87,409
2020-08-29 15:55:28.646743,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095073,0,2,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,96,460,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,2,0,497,80,416
2020-08-29 15:55:48.279987,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095091,1,2,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,103,491,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,NONE,0,0,497,80,416
2020-08-29 15:56:07.763165,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095283,0,0,42,42,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,98,474,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,85,411
2020-08-29 15:56:28.953354,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095071,0,3,41,41,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,98,471,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,1,0,497,80,416
2020-08-29 15:56:49.164602,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095077,1,0,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,100,482,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,80,416
2020-08-29 15:57:08.658912,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095080,1,1,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,97,475,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,87,410
2020-08-29 15:57:28.118961,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5148448,115650,2.6.0.0.1595232786,true,automatic,barco,5997095090,1,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,101,491,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,NONE,0,0,497,82,414
2020-08-29 15:58:01.923946,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5958641,114152,2.6.0.0.1595232786,true,automatic,barco,5997095265,0,1,41,41,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,479,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,91,406
2020-08-29 15:58:21.416905,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5958641,114152,2.6.0.0.1595232786,true,automatic,barco,5997095082,0,2,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,96,461,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,86,410
2020-08-29 15:58:40.902228,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5958641,114152,2.6.0.0.1595232786,true,automatic,barco,5997095076,0,0,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,94,456,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,1,0,497,84,412
2020-08-29 15:59:00.378961,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5958641,114152,2.6.0.0.1595232786,true,automatic,barco,5997095079,0,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,483,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,90,406
2020-08-29 16:14:34.513381,6820730038,RPCVW,1,1,landscape,America/Danmarkshavn,"Noida,India",GBCM-e302964d011451d4-0001,gbcm,3029427,105736,2.6.0.0.1597291757,true,automatic,,6820816494,0,0,39,39,32,NONE,53,25,41,NA,39,1810,NA,1807,on,81,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,545,181,627,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,52,0,0,497,109,387
2020-08-29 16:15:21.221996,9430766240,RPCVW,1,1,landscape,Asia/Kolkata,"noida,India",GBCM-eacb46490e0349d4-0001,gbcm,17961591,93388,2.6.0.0.1595390073,true,automatic,barco,9810061422,0,0,36,36,28,NONE,49,24,42,NA,39,1787,NA,1785,on,74,0,6500,0,0,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,253,30,288,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,45,15,12,497,75,421
2020-08-29 16:16:08.173737,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11061622,102549,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820888693,0,0,41,41,33,NONE,51,24,44,NA,42,1817,NA,1785,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,335,49,573,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,47,0,0,497,107,389
2020-08-29 16:16:40.141404,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11061622,102549,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820834561,1,0,43,43,33,NONE,54,25,45,NA,43,1652,NA,1811,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,331,147,495,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,64,0,0,497,113,383
2020-08-29 16:17:12.066919,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11061622,102549,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820816497,0,1,41,41,32,NONE,54,24,53,NA,40,1790,NA,1782,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,335,145,605,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,55,2,0,497,110,386
2020-08-29 16:17:44.054052,9430363625,RPCVW,2,2,landscape,Asia/Kolkata,"Noida,India",GBCM-e6b60b091b2189d4-0001,gbcm,11061622,102549,2.6.0.0.1598390129,INVALID_REQ,automatic,Barco,6820816498,1,1,39,39,32,NONE,52,25,41,NA,41,1807,NA,1813,on,54,0,9300,0,1,0,connected,0.7003663003663,0.903540903540904,0.632478632478632,333,160,571,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,79,14,9,497,105,391
2020-08-29 16:18:30.776183,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095092,0,1,41,41,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,101,484,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,15,17,497,87,409
2020-08-29 16:18:51.923330,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095073,0,2,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,96,460,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,80,416
2020-08-29 16:19:12.494049,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095091,1,2,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,103,491,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,NONE,0,0,497,80,416
2020-08-29 16:19:31.999974,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095283,0,0,42,42,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,98,474,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,85,411
2020-08-29 16:19:51.550932,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095071,0,3,41,41,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,98,471,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,1,0,497,81,416
2020-08-29 16:20:11.098961,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095077,1,0,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,100,482,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,80,416
2020-08-29 16:20:30.555416,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095080,1,1,39,39,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,97,475,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,87,410
2020-08-29 16:20:50.038531,6820210626,LCDVW,2,4,landscape,America/Danmarkshavn,"noi,India",GBCM-d81917c51422c1d4-0001,gbcm,5149853,117055,2.6.0.0.1595232786,true,automatic,barco,5997095090,1,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,80,0,9300,0,1,0,connected,NONE,NONE,NONE,0,101,491,STANDARD,INVALID_REQ,INVALID_REQ,NONE,MANUAL,NONE,0,0,497,82,414
2020-08-29 16:21:23.728569,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5960043,115553,2.6.0.0.1595232786,true,automatic,barco,5997095265,0,1,41,41,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,479,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,91,406
2020-08-29 16:21:43.207046,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5960043,115553,2.6.0.0.1595232786,true,automatic,barco,5997095082,0,2,40,40,NONE,44,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,96,461,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,86,410
2020-08-29 16:22:02.672123,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5960043,115553,2.6.0.0.1595232786,true,automatic,barco,5997095076,0,0,40,40,NONE,45,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,94,456,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,84,412
2020-08-29 16:22:23.606956,9430690420,LCDVW,1,4,landscape,Asia/Kolkata,"Noida,India",GBCM-ea9dc0012018b9d4-0001,gbcm,5960043,115553,2.6.0.0.1595232786,true,automatic,barco,5997095079,0,3,39,39,NONE,43,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,idle,79,0,9300,0,1,0,connected,NONE,NONE,NONE,0,99,483,STANDARD,INVALID_REQ,INVALID_REQ,NONE,AUTOSCAN,NONE,0,0,497,90,406
